question_index,clause_type,contract_id,noise_type,snr,n_noise,faithfulness,answer_relevancy,context_precision,context_recall
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,topical,0.5,4,1.0,0.5954976913275369,0.9999999999,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,adversarial,0.5,4,1.0,0.6032584851728369,0.8333333332916666,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,random,0.33,8,1.0,0.5954976913275369,0.9999999999,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,topical,0.33,8,1.0,0.585850490548695,0.6666666666333333,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,adversarial,0.33,8,1.0,0.6357461870093413,0.642857142825,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,random,0.25,12,1.0,0.5858488030903826,0.6111111110805556,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,topical,0.25,12,1.0,0.6094065633384375,0.7555555555303703,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,adversarial,0.25,12,0.5625,0.6094065633384375,0.6111111110805556,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,random,0.17,20,1.0,0.5954976913275369,0.7361111110927084,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,topical,0.17,20,1.0,0.5954976913275369,0.5666666666383333,1.0
1,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,adversarial,0.17,20,0.4444444444444444,0.0,0.5074074073904938,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,baseline,1.0,0,1.0,0.4117696721174846,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,random,0.5,4,0.8,0.0,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,topical,0.5,4,1.0,0.4117696721174846,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,adversarial,0.5,4,0.6666666666666666,0.0,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,random,0.33,8,1.0,0.411769370206779,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,topical,0.33,8,1.0,0.411769370206779,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,adversarial,0.33,8,0.3333333333333333,0.0,0.99999999995,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,random,0.25,12,0.5,0.411769370206779,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,topical,0.25,12,0.8,0.4118229928103013,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,adversarial,0.25,12,0.375,0.5921591798267778,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,random,0.17,20,1.0,0.4117696721174846,0.9999999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,topical,0.17,20,0.8,0.4117696721174846,0.5714285713999999,1.0
2,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,adversarial,0.17,20,0.6363636363636364,0.0,0.6666666666333333,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,baseline,1.0,0,1.0,0.5782778405859135,0.9999999999,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,random,0.5,4,0.75,0.0,0.7499999999625,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,topical,0.5,4,1.0,0.6094065633384375,0.9999999999,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,adversarial,0.5,4,0.8,0.0,0.9999999999,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,random,0.33,8,1.0,0.5782778405859135,0.699999999965,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,topical,0.33,8,1.0,0.5782778405859135,0.6111111110805556,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,adversarial,0.33,8,0.3333333333333333,0.0,0.7291666666484374,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,random,0.25,12,1.0,0.5782761416134129,0.9999999999,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,topical,0.25,12,1.0,0.5782778405859135,0.5769230768942307,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,adversarial,0.25,12,0.5263157894736842,0.609437043784124,0.6111111110805556,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,random,0.17,20,1.0,0.5782778405859135,0.8333333332916666,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,topical,0.17,20,1.0,0.5782778405859135,0.9999999999,1.0
3,Governing Law,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,adversarial,0.17,20,0.5714285714285714,0.6094065633384375,0.7071428571251787,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,baseline,1.0,0,1.0,0.6572400368782024,0.9999999999,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,random,0.5,4,1.0,0.6572400368782024,0.9999999999,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,topical,0.5,4,1.0,0.6572400368782024,0.9999999999,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,adversarial,0.5,4,0.5714285714285714,0.6032767126241415,0.9999999999,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,random,0.33,8,0.75,0.6572400368782024,0.9999999999,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,topical,0.33,8,0.75,0.6572400368782024,0.99999999995,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,adversarial,0.33,8,0.8,0.6303524709508671,0.7291666666484374,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,random,0.25,12,0.75,0.6572400368782024,0.8333333332916666,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,topical,0.25,12,1.0,0.6572400368782024,0.9999999999,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,adversarial,0.25,12,0.6666666666666666,0.6032767126241415,0.5353535353356902,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,random,0.17,20,0.75,0.6572400368782024,0.43977591034948643,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,topical,0.17,20,0.6666666666666666,0.6572400368782024,0.5499999999725,1.0
4,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,adversarial,0.17,20,0.4,0.0,0.6103238866244179,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",baseline,1.0,0,1.0,0.5808155852296691,0.9999999999,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",random,0.5,4,1.0,0.5808379640810133,0.9999999999,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",topical,0.5,4,1.0,0.0,0.99999999995,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",adversarial,0.5,4,0.25,0.0,0.7555555555303703,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",random,0.33,8,1.0,0.42608951101295406,0.9999999999,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",topical,0.33,8,1.0,0.5808155852296691,0.9999999999,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",adversarial,0.33,8,0.6,0.6032767126241415,0.6249999999791667,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",random,0.25,12,1.0,0.5808155852296691,0.9999999999,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",topical,0.25,12,1.0,0.5933718072463431,0.5769230768942307,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",adversarial,0.25,12,0.6153846153846154,0.6032767126241415,0.5873015872820105,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",random,0.17,20,1.0,0.5807834435974788,0.9999999999,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",topical,0.17,20,1.0,0.5808270172965146,0.7499999999625,1.0
5,Governing Law,"Sonos, Inc. - Manufacturing Agreement ",adversarial,0.17,20,0.47058823529411764,0.6032767126241415,0.4357638888779948,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",baseline,1.0,0,1.0,0.6468248575295498,0.9999999999,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",random,0.5,4,1.0,0.6032767126241415,0.9999999999,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",topical,0.5,4,1.0,0.6468248575295498,0.7499999999625,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",adversarial,0.5,4,0.7142857142857143,0.6032584851728369,0.9999999999,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",random,0.33,8,1.0,0.6572435162562394,0.9999999999,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",topical,0.33,8,0.5,0.6572400368782024,0.9999999999,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",adversarial,0.33,8,0.6,0.0,0.8333333332916666,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",random,0.25,12,0.8333333333333334,0.6572400368782024,0.5694444444254629,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",topical,0.25,12,1.0,0.6572400368782024,0.5833333333041667,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",adversarial,0.25,12,0.3333333333333333,0.0,0.49074074072438273,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",random,0.17,20,0.8333333333333334,0.6572400368782024,0.9999999999,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",topical,0.17,20,0.8333333333333334,0.6572400368782024,0.62499999996875,1.0
6,Governing Law,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",adversarial,0.17,20,0.5714285714285714,0.6303524709508671,0.4415204678215399,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,baseline,1.0,0,1.0,0.5841614933604184,0.9999999999,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,random,0.5,4,1.0,0.45720423055892695,0.9999999999,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,topical,0.5,4,1.0,0.584166253848614,0.9999999999,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,adversarial,0.5,4,0.75,0.6357188973415056,0.9999999999,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,random,0.33,8,1.0,0.5809658390928288,0.9999999999,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,topical,0.33,8,1.0,0.5841614933604184,0.9999999999,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,adversarial,0.33,8,0.5,0.6032767126241415,0.8333333332916666,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,random,0.25,12,1.0,0.4572146586093756,0.5833333333041667,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,topical,0.25,12,0.5,0.45720423055892695,0.99999999995,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,adversarial,0.25,12,0.6666666666666666,0.6303524709508671,0.9999999999,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,random,0.17,20,0.75,0.6357461870093413,0.4588235293964706,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,topical,0.17,20,0.6666666666666666,0.6572400368782024,0.5526315789197368,1.0
7,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,adversarial,0.17,20,0.2222222222222222,0.6094065633384375,0.6111111110805556,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,baseline,1.0,0,1.0,0.6094065633384375,0.9999999999,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,random,0.5,4,1.0,0.6093922093369287,0.7499999999625,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,topical,0.5,4,1.0,0.6093922093369287,0.9999999999,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,adversarial,0.5,4,0.7,0.0,0.99999999995,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,random,0.33,8,0.42857142857142855,0.0,0.9999999999,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,topical,0.33,8,0.5,0.6094065633384375,0.6666666666333333,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,adversarial,0.33,8,0.5,0.7868776524385368,0.6527777777614584,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,random,0.25,12,1.0,0.6330134256342325,0.62499999996875,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,topical,0.25,12,1.0,0.6180594238325038,0.9999999999,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,adversarial,0.25,12,1.0,0.6032953460002477,0.6255555555430444,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,random,0.17,20,0.2,0.0,0.9999999999,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,topical,0.17,20,1.0,0.6209403936164465,0.562499999971875,1.0
8,Governing Law,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,adversarial,0.17,20,0.6,0.6939006037665284,0.3943042702861836,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,baseline,1.0,0,0.8571428571428571,0.5678386185354438,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,random,0.5,4,0.42857142857142855,0.5678386185354438,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,topical,0.5,4,0.8,0.5678872053131022,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,adversarial,0.5,4,0.8181818181818182,0.0,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,random,0.33,8,0.42857142857142855,0.5678386185354438,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,topical,0.33,8,0.42857142857142855,0.5678386185354438,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,adversarial,0.33,8,0.5,0.0,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,random,0.25,12,0.75,0.6414033251051258,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,topical,0.25,12,1.0,0.6094065633384375,0.5909090908795455,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,adversarial,0.25,12,0.5,0.0,0.5074074073904938,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,random,0.17,20,0.25,0.6572400368782024,0.5499999999725,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,topical,0.17,20,0.42857142857142855,0.5677878032832868,0.9999999999,1.0
9,Governing Law,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,adversarial,0.17,20,1.0,0.7045381300602647,0.44027777776310184,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,baseline,1.0,0,1.0,0.6280309897335773,0.9999999999,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,random,0.5,4,1.0,0.6280458753338148,0.9999999999,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,topical,0.5,4,0.8,0.6424581347874128,0.9999999999,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,adversarial,0.5,4,1.0,0.6379782618245454,0.8874999999778125,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,random,0.33,8,1.0,0.6279997024834713,0.9999999999,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,topical,0.33,8,1.0,0.6279997024834713,0.7499999999625,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,adversarial,0.33,8,1.0,0.0,0.9999999999875,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,random,0.25,12,0.8,0.6280309897335773,0.9999999999,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,topical,0.25,12,0.6666666666666666,0.5889962019878672,0.4769230769071795,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,adversarial,0.25,12,1.0,0.6376597071333929,0.9935897435814637,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,random,0.17,20,0.5,0.7657375315991466,0.449999999985,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,topical,0.17,20,1.0,0.0,0.99999999995,1.0
10,Cap On Liability,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,adversarial,0.17,20,1.0,0.6111060988152914,0.9241682402787421,1.0
